7.9463 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
3.4132 	WARNING 	t of last frame was 21.28ms (=1/46)
3.4132 	EXP 	fdbck: autoDraw = False
3.4132 	EXP 	fdbck: autoDraw = False
3.4132 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
3.4132 	EXP 	fixation_2: texRes = 128.0
3.4132 	EXP 	fixation_2: autoDraw = True
5.7349 	WARNING 	t of last frame was 33.00ms (=1/30)
5.7349 	EXP 	fixation_2: autoDraw = False
5.7349 	EXP 	fixation_2: autoDraw = False
5.7349 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
5.7349 	EXP 	fixation: texRes = 128.0
5.7349 	EXP 	grating_l: phase = array([75.69676991, 75.69676991])
5.7349 	EXP 	grating_r: phase = array([87.89109447, 87.89109447])
5.7349 	EXP 	fixation: autoDraw = True
5.7349 	EXP 	grating_l: autoDraw = True
5.7349 	EXP 	grating_r: autoDraw = True
5.7349 	EXP 	dot: autoDraw = True
5.7349 	EXP 	grating_l: tex = 'sin'
5.7349 	EXP 	grating_r: tex = 'sin'
6.5345 	EXP 	fixation: autoDraw = False
6.5345 	EXP 	grating_l: autoDraw = False
6.5345 	EXP 	grating_r: autoDraw = False
6.5345 	EXP 	dot: autoDraw = False
6.5345 	EXP 	fdbck: text = 'Y'
6.5345 	EXP 	fdbck: autoDraw = True
7.0195 	EXP 	New trial (rep=0, index=2): {'contrastDelta': 0.02, 'baseContrast': 0.5}
7.0407 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
7.0406 	EXP 	fdbck: autoDraw = False
7.0406 	EXP 	fdbck: autoDraw = False
7.0406 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
7.0406 	EXP 	fixation_2: texRes = 128.0
7.0406 	EXP 	fixation_2: autoDraw = True
8.6987 	EXP 	fixation_2: autoDraw = False
8.6987 	EXP 	fixation_2: autoDraw = False
8.6987 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
8.6987 	EXP 	fixation: texRes = 128.0
8.6987 	EXP 	grating_l: phase = array([149.275618, 149.275618])
8.6987 	EXP 	grating_r: phase = array([57.28346224, 57.28346224])
8.6987 	EXP 	fixation: autoDraw = True
8.6987 	EXP 	grating_l: autoDraw = True
8.6987 	EXP 	grating_r: autoDraw = True
8.6987 	EXP 	dot: autoDraw = True
8.6987 	EXP 	grating_l: tex = 'sin'
8.6987 	EXP 	grating_r: tex = 'sin'
9.4011 	EXP 	fixation: autoDraw = False
9.4011 	EXP 	grating_l: autoDraw = False
9.4011 	EXP 	grating_r: autoDraw = False
9.4011 	EXP 	dot: autoDraw = False
9.4011 	EXP 	fdbck: text = 'Y'
9.4011 	EXP 	fdbck: autoDraw = True
9.8862 	EXP 	New trial (rep=0, index=3): {'contrastDelta': 0.05, 'baseContrast': 0.5}
9.9062 	EXP 	fdbck: autoDraw = False
9.9062 	EXP 	fdbck: autoDraw = False
9.9062 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
9.9062 	EXP 	fixation_2: texRes = 128.0
9.9062 	EXP 	fixation_2: autoDraw = True
11.1991 	EXP 	fixation_2: autoDraw = False
11.1991 	EXP 	fixation_2: autoDraw = False
11.1991 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
11.1991 	EXP 	fixation: texRes = 128.0
11.1991 	EXP 	grating_l: phase = array([78.46426436, 78.46426436])
11.1991 	EXP 	grating_r: phase = array([134.36459328, 134.36459328])
11.1991 	EXP 	fixation: autoDraw = True
11.1991 	EXP 	grating_l: autoDraw = True
11.1991 	EXP 	grating_r: autoDraw = True
11.1991 	EXP 	dot: autoDraw = True
11.1991 	EXP 	grating_l: tex = 'sin'
11.1991 	EXP 	grating_r: tex = 'sin'
11.7175 	EXP 	fixation: autoDraw = False
11.7175 	EXP 	grating_l: autoDraw = False
11.7175 	EXP 	grating_r: autoDraw = False
11.7175 	EXP 	dot: autoDraw = False
11.7175 	EXP 	fdbck: text = 'Y'
11.7175 	EXP 	fdbck: autoDraw = True
12.2026 	EXP 	New trial (rep=0, index=4): {'contrastDelta': 0.2, 'baseContrast': 0.5}
12.2235 	EXP 	fdbck: autoDraw = False
12.2235 	EXP 	fdbck: autoDraw = False
12.2235 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
12.2235 	EXP 	fixation_2: texRes = 128.0
12.2235 	EXP 	fixation_2: autoDraw = True
13.8339 	EXP 	fixation_2: autoDraw = False
13.8339 	EXP 	fixation_2: autoDraw = False
13.8339 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
13.8339 	EXP 	fixation: texRes = 128.0
13.8339 	EXP 	grating_l: phase = array([184.72077602, 184.72077602])
13.8339 	EXP 	grating_r: phase = array([279.96032609, 279.96032609])
13.8339 	EXP 	fixation: autoDraw = True
13.8339 	EXP 	grating_l: autoDraw = True
13.8339 	EXP 	grating_r: autoDraw = True
13.8339 	EXP 	dot: autoDraw = True
13.8339 	EXP 	grating_l: tex = 'sin'
13.8339 	EXP 	grating_r: tex = 'sin'
14.1761 	EXP 	fixation: autoDraw = False
14.1761 	EXP 	grating_l: autoDraw = False
14.1761 	EXP 	grating_r: autoDraw = False
14.1761 	EXP 	dot: autoDraw = False
14.1761 	EXP 	fdbck: text = 'Y'
14.1761 	EXP 	fdbck: autoDraw = True
14.6694 	EXP 	New trial (rep=0, index=5): {'contrastDelta': 0.05, 'baseContrast': 0.5}
14.6927 	EXP 	fdbck: autoDraw = False
14.6927 	EXP 	fdbck: autoDraw = False
14.6927 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
14.6927 	EXP 	fixation_2: texRes = 128.0
14.6927 	EXP 	fixation_2: autoDraw = True
17.1498 	EXP 	fixation_2: autoDraw = False
17.1498 	EXP 	fixation_2: autoDraw = False
17.1498 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
17.1498 	EXP 	fixation: texRes = 128.0
17.1498 	EXP 	grating_l: phase = array([188.00687583, 188.00687583])
17.1498 	EXP 	grating_r: phase = array([254.50960476, 254.50960476])
17.1498 	EXP 	fixation: autoDraw = True
17.1498 	EXP 	grating_l: autoDraw = True
17.1498 	EXP 	grating_r: autoDraw = True
17.1498 	EXP 	dot: autoDraw = True
17.1498 	EXP 	grating_l: tex = 'sin'
17.1498 	EXP 	grating_r: tex = 'sin'
17.7840 	EXP 	fixation: autoDraw = False
17.7840 	EXP 	grating_l: autoDraw = False
17.7840 	EXP 	grating_r: autoDraw = False
17.7840 	EXP 	dot: autoDraw = False
17.7840 	EXP 	fdbck: text = 'Y'
17.7840 	EXP 	fdbck: autoDraw = True
18.2696 	EXP 	New trial (rep=0, index=6): {'contrastDelta': 0.05, 'baseContrast': 0.5}
18.2914 	EXP 	fdbck: autoDraw = False
18.2914 	EXP 	fdbck: autoDraw = False
18.2914 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
18.2914 	EXP 	fixation_2: texRes = 128.0
18.2914 	EXP 	fixation_2: autoDraw = True
21.0172 	EXP 	fixation_2: autoDraw = False
21.0172 	EXP 	fixation_2: autoDraw = False
21.0172 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
21.0172 	EXP 	fixation: texRes = 128.0
21.0172 	EXP 	grating_l: phase = array([297.80102669, 297.80102669])
21.0172 	EXP 	grating_r: phase = array([108.17126043, 108.17126043])
21.0172 	EXP 	fixation: autoDraw = True
21.0172 	EXP 	grating_l: autoDraw = True
21.0172 	EXP 	grating_r: autoDraw = True
21.0172 	EXP 	dot: autoDraw = True
21.0172 	EXP 	grating_l: tex = 'sin'
21.0172 	EXP 	grating_r: tex = 'sin'
22.0608 	EXP 	fixation: autoDraw = False
22.0608 	EXP 	grating_l: autoDraw = False
22.0608 	EXP 	grating_r: autoDraw = False
22.0608 	EXP 	dot: autoDraw = False
22.0608 	EXP 	fdbck: text = 'Y'
22.0608 	EXP 	fdbck: autoDraw = True
22.5528 	EXP 	New trial (rep=0, index=7): {'contrastDelta': 0.1, 'baseContrast': 0.5}
22.5741 	EXP 	fdbck: autoDraw = False
22.5741 	EXP 	fdbck: autoDraw = False
22.5741 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
22.5741 	EXP 	fixation_2: texRes = 128.0
22.5741 	EXP 	fixation_2: autoDraw = True
23.9061 	EXP 	fixation_2: autoDraw = False
23.9061 	EXP 	fixation_2: autoDraw = False
23.9061 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
23.9061 	EXP 	fixation: texRes = 128.0
23.9061 	EXP 	grating_l: phase = array([339.3741727, 339.3741727])
23.9061 	EXP 	grating_r: phase = array([263.50875262, 263.50875262])
23.9061 	EXP 	fixation: autoDraw = True
23.9061 	EXP 	grating_l: autoDraw = True
23.9061 	EXP 	grating_r: autoDraw = True
23.9061 	EXP 	dot: autoDraw = True
23.9061 	EXP 	grating_l: tex = 'sin'
23.9061 	EXP 	grating_r: tex = 'sin'
24.4510 	EXP 	fixation: autoDraw = False
24.4510 	EXP 	grating_l: autoDraw = False
24.4510 	EXP 	grating_r: autoDraw = False
24.4510 	EXP 	dot: autoDraw = False
24.4510 	EXP 	fdbck: text = 'Y'
24.4510 	EXP 	fdbck: autoDraw = True
24.9361 	EXP 	New trial (rep=0, index=8): {'contrastDelta': 0.1, 'baseContrast': 0.5}
24.9563 	EXP 	fdbck: autoDraw = False
24.9563 	EXP 	fdbck: autoDraw = False
24.9563 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
24.9563 	EXP 	fixation_2: texRes = 128.0
24.9563 	EXP 	fixation_2: autoDraw = True
27.4724 	EXP 	fixation_2: autoDraw = False
27.4724 	EXP 	fixation_2: autoDraw = False
27.4724 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
27.4724 	EXP 	fixation: texRes = 128.0
27.4724 	EXP 	grating_l: phase = array([0.91110447, 0.91110447])
27.4724 	EXP 	grating_r: phase = array([14.02361487, 14.02361487])
27.4724 	EXP 	fixation: autoDraw = True
27.4724 	EXP 	grating_l: autoDraw = True
27.4724 	EXP 	grating_r: autoDraw = True
27.4724 	EXP 	dot: autoDraw = True
27.4724 	EXP 	grating_l: tex = 'sin'
27.4724 	EXP 	grating_r: tex = 'sin'
28.1350 	EXP 	fixation: autoDraw = False
28.1350 	EXP 	grating_l: autoDraw = False
28.1350 	EXP 	grating_r: autoDraw = False
28.1350 	EXP 	dot: autoDraw = False
28.1350 	EXP 	fdbck: text = 'Y'
28.1350 	EXP 	fdbck: autoDraw = True
28.6196 	EXP 	New trial (rep=0, index=9): {'contrastDelta': 0.02, 'baseContrast': 0.5}
28.6410 	EXP 	fdbck: autoDraw = False
28.6410 	EXP 	fdbck: autoDraw = False
28.6410 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
28.6410 	EXP 	fixation_2: texRes = 128.0
28.6410 	EXP 	fixation_2: autoDraw = True
30.3500 	EXP 	fixation_2: autoDraw = False
30.3500 	EXP 	fixation_2: autoDraw = False
30.3500 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
30.3500 	EXP 	fixation: texRes = 128.0
30.3500 	EXP 	grating_l: phase = array([286.31638956, 286.31638956])
30.3500 	EXP 	grating_r: phase = array([273.067078, 273.067078])
30.3500 	EXP 	fixation: autoDraw = True
30.3500 	EXP 	grating_l: autoDraw = True
30.3500 	EXP 	grating_r: autoDraw = True
30.3500 	EXP 	dot: autoDraw = True
30.3500 	EXP 	grating_l: tex = 'sin'
30.3500 	EXP 	grating_r: tex = 'sin'
30.8814 	EXP 	fixation: autoDraw = False
30.8814 	EXP 	grating_l: autoDraw = False
30.8814 	EXP 	grating_r: autoDraw = False
30.8814 	EXP 	dot: autoDraw = False
30.8814 	EXP 	fdbck: height = 0.05
30.8814 	EXP 	fdbck: height = 0.05
30.8814 	EXP 	fdbck: height = 0.05
30.8814 	EXP 	fdbck: text = 'N'
30.8814 	EXP 	fdbck: autoDraw = True
31.3695 	EXP 	New trial (rep=0, index=10): {'contrastDelta': 0.02, 'baseContrast': 0.5}
31.3914 	EXP 	fdbck: autoDraw = False
31.3914 	EXP 	fdbck: autoDraw = False
31.3914 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
31.3914 	EXP 	fixation_2: texRes = 128.0
31.3914 	EXP 	fixation_2: autoDraw = True
33.9663 	EXP 	fixation_2: autoDraw = False
33.9663 	EXP 	fixation_2: autoDraw = False
33.9663 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
33.9663 	EXP 	fixation: texRes = 128.0
33.9663 	EXP 	grating_l: phase = array([196.42927617, 196.42927617])
33.9663 	EXP 	grating_r: phase = array([26.95975243, 26.95975243])
33.9663 	EXP 	fixation: autoDraw = True
33.9663 	EXP 	grating_l: autoDraw = True
33.9663 	EXP 	grating_r: autoDraw = True
33.9663 	EXP 	dot: autoDraw = True
33.9663 	EXP 	grating_l: tex = 'sin'
33.9663 	EXP 	grating_r: tex = 'sin'
34.5293 	EXP 	fixation: autoDraw = False
34.5293 	EXP 	grating_l: autoDraw = False
34.5293 	EXP 	grating_r: autoDraw = False
34.5293 	EXP 	dot: autoDraw = False
34.5293 	EXP 	fdbck: height = 0.05
34.5293 	EXP 	fdbck: height = 0.05
34.5293 	EXP 	fdbck: height = 0.05
34.5293 	EXP 	fdbck: text = 'Y'
34.5293 	EXP 	fdbck: autoDraw = True
35.0196 	EXP 	New trial (rep=0, index=11): {'contrastDelta': 0.2, 'baseContrast': 0.5}
35.0417 	EXP 	fdbck: autoDraw = False
35.0417 	EXP 	fdbck: autoDraw = False
35.0417 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
35.0417 	EXP 	fixation_2: texRes = 128.0
35.0417 	EXP 	fixation_2: autoDraw = True
37.1332 	EXP 	fixation_2: autoDraw = False
37.1332 	EXP 	fixation_2: autoDraw = False
37.1332 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
37.1332 	EXP 	fixation: texRes = 128.0
37.1332 	EXP 	grating_l: phase = array([323.36525993, 323.36525993])
37.1332 	EXP 	grating_r: phase = array([66.15923667, 66.15923667])
37.1332 	EXP 	fixation: autoDraw = True
37.1332 	EXP 	grating_l: autoDraw = True
37.1332 	EXP 	grating_r: autoDraw = True
37.1332 	EXP 	dot: autoDraw = True
37.1332 	EXP 	grating_l: tex = 'sin'
37.1332 	EXP 	grating_r: tex = 'sin'
37.7268 	EXP 	fixation: autoDraw = False
37.7268 	EXP 	grating_l: autoDraw = False
37.7268 	EXP 	grating_r: autoDraw = False
37.7268 	EXP 	dot: autoDraw = False
37.7268 	EXP 	fdbck: text = 'Y'
37.7268 	EXP 	fdbck: autoDraw = True
38.2196 	EXP 	New trial (rep=0, index=12): {'contrastDelta': 0.05, 'baseContrast': 0.5}
38.2414 	EXP 	fdbck: autoDraw = False
38.2414 	EXP 	fdbck: autoDraw = False
38.2414 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
38.2414 	EXP 	fixation_2: texRes = 128.0
38.2414 	EXP 	fixation_2: autoDraw = True
40.3559 	EXP 	fixation_2: autoDraw = False
40.3559 	EXP 	fixation_2: autoDraw = False
40.3559 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
40.3559 	EXP 	fixation: texRes = 128.0
40.3559 	EXP 	grating_l: phase = array([59.45181457, 59.45181457])
40.3559 	EXP 	grating_r: phase = array([209.73110402, 209.73110402])
40.3559 	EXP 	fixation: autoDraw = True
40.3559 	EXP 	grating_l: autoDraw = True
40.3559 	EXP 	grating_r: autoDraw = True
40.3559 	EXP 	dot: autoDraw = True
40.3559 	EXP 	grating_l: tex = 'sin'
40.3559 	EXP 	grating_r: tex = 'sin'
40.8349 	EXP 	fixation: autoDraw = False
40.8349 	EXP 	grating_l: autoDraw = False
40.8349 	EXP 	grating_r: autoDraw = False
40.8349 	EXP 	dot: autoDraw = False
40.8349 	EXP 	fdbck: text = 'Y'
40.8349 	EXP 	fdbck: autoDraw = True
41.3195 	EXP 	New trial (rep=0, index=13): {'contrastDelta': 0, 'baseContrast': 0.5}
41.3390 	EXP 	fdbck: autoDraw = False
41.3390 	EXP 	fdbck: autoDraw = False
41.3390 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
41.3390 	EXP 	fixation_2: texRes = 128.0
41.3390 	EXP 	fixation_2: autoDraw = True
44.3158 	EXP 	fixation_2: autoDraw = False
44.3158 	EXP 	fixation_2: autoDraw = False
44.3158 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
44.3158 	EXP 	fixation: texRes = 128.0
44.3158 	EXP 	grating_l: phase = array([56.02966415, 56.02966415])
44.3158 	EXP 	grating_r: phase = array([351.76088459, 351.76088459])
44.3158 	EXP 	fixation: autoDraw = True
44.3158 	EXP 	grating_l: autoDraw = True
44.3158 	EXP 	grating_r: autoDraw = True
44.3158 	EXP 	dot: autoDraw = True
44.3158 	EXP 	grating_l: tex = 'sin'
44.3158 	EXP 	grating_r: tex = 'sin'
44.7852 	EXP 	fixation: autoDraw = False
44.7852 	EXP 	grating_l: autoDraw = False
44.7852 	EXP 	grating_r: autoDraw = False
44.7852 	EXP 	dot: autoDraw = False
44.7852 	EXP 	fdbck: text = 'Y'
44.7852 	EXP 	fdbck: autoDraw = True
45.2698 	EXP 	New trial (rep=0, index=14): {'contrastDelta': 0.2, 'baseContrast': 0.5}
45.2893 	EXP 	fdbck: autoDraw = False
45.2893 	EXP 	fdbck: autoDraw = False
45.2893 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
45.2893 	EXP 	fixation_2: texRes = 128.0
45.2893 	EXP 	fixation_2: autoDraw = True
45.9871 	DATA 	Keypress: escape
46.0024 	EXP 	pedestal_cursor_ibl: status = STOPPED
46.0075 	EXP 	fixation_2: autoDraw = False
46.0076 	EXP 	pedestal_cursor_ibl: status = STOPPED
46.0627 	EXP 	window1: mouseVisible = True
