7.2986 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
13.2772 	EXP 	Created dot = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-4.0, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.0, name='dot', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.02, 0.02]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
13.2773 	EXP 	window1: mouseVisible = True
13.2776 	EXP 	window1: mouseVisible = True
13.2874 	EXP 	Created fdbck = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fdbck', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.2875 	EXP 	window1: mouseVisible = True
13.3410 	EXP 	Created break_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='break_text', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.3412 	EXP 	window1: mouseVisible = True
13.3425 	EXP 	Created countdown = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='countdown', opacity=1.0, ori=0.0, pos=array([ 0. , -0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.3426 	EXP 	window1: mouseVisible = True
13.3646 	EXP 	Created outro_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='outro_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0213 	EXP 	Imported nobias_block.xlsx as conditions, 1 conditions, 1 params
0.0235 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
0.0237 	EXP 	New trial (rep=0, index=0): {'biasPoint': 0.5}
0.0296 	EXP 	Imported conditions_pedestal.xlsx as conditions, 25 conditions, 2 params
0.0306 	EXP 	Created sequence: random, trialTypes=25, nReps=1, seed=None
0.0307 	EXP 	New trial (rep=0, index=0): {'contrastDelta': 0.05, 'baseContrast': 0.5}
0.0481 	WARNING 	t of last frame was 34.65ms (=1/28)
0.0481 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
0.0481 	EXP 	fixation_2: texRes = 128.0
0.0481 	EXP 	fixation_2: autoDraw = True
1.8574 	WARNING 	t of last frame was 45.84ms (=1/21)
1.8574 	EXP 	fixation_2: autoDraw = False
1.8574 	EXP 	fixation_2: autoDraw = False
1.8574 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
1.8574 	EXP 	fixation: texRes = 128.0
1.8574 	EXP 	grating_l: phase = array([359.92787001, 359.92787001])
1.8574 	EXP 	grating_r: phase = array([166.32303548, 166.32303548])
1.8574 	EXP 	fixation: autoDraw = True
1.8574 	EXP 	grating_l: autoDraw = True
1.8574 	EXP 	grating_r: autoDraw = True
1.8574 	EXP 	dot: autoDraw = True
1.8574 	EXP 	grating_l: tex = 'sin'
1.8574 	EXP 	grating_r: tex = 'sin'
3.2384 	EXP 	fixation: autoDraw = False
3.2384 	EXP 	grating_l: autoDraw = False
3.2384 	EXP 	grating_r: autoDraw = False
3.2384 	EXP 	dot: autoDraw = False
3.2384 	EXP 	fdbck: height = 0.05
3.2384 	EXP 	fdbck: height = 0.05
3.2384 	EXP 	fdbck: height = 0.05
3.2384 	EXP 	fdbck: text = 'Y'
3.2384 	EXP 	fdbck: autoDraw = True
3.7227 	EXP 	New trial (rep=0, index=1): {'contrastDelta': 0.02, 'baseContrast': 0.5}
3.7436 	WARNING 	t of last frame was 21.82ms (=1/45)
3.7436 	EXP 	fdbck: autoDraw = False
3.7436 	EXP 	fdbck: autoDraw = False
3.7436 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
3.7436 	EXP 	fixation_2: texRes = 128.0
3.7436 	EXP 	fixation_2: autoDraw = True
5.7048 	WARNING 	t of last frame was 32.70ms (=1/30)
5.7048 	EXP 	fixation_2: autoDraw = False
5.7048 	EXP 	fixation_2: autoDraw = False
5.7048 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
5.7048 	EXP 	fixation: texRes = 128.0
5.7048 	EXP 	grating_l: phase = array([43.39221235, 43.39221235])
5.7048 	EXP 	grating_r: phase = array([276.41515462, 276.41515462])
5.7048 	EXP 	fixation: autoDraw = True
5.7048 	EXP 	grating_l: autoDraw = True
5.7048 	EXP 	grating_r: autoDraw = True
5.7048 	EXP 	dot: autoDraw = True
5.7048 	EXP 	grating_l: tex = 'sin'
5.7048 	EXP 	grating_r: tex = 'sin'
6.5709 	EXP 	fixation: autoDraw = False
6.5709 	EXP 	grating_l: autoDraw = False
6.5709 	EXP 	grating_r: autoDraw = False
6.5709 	EXP 	dot: autoDraw = False
6.5709 	EXP 	fdbck: text = 'Y'
6.5709 	EXP 	fdbck: autoDraw = True
7.0559 	EXP 	New trial (rep=0, index=2): {'contrastDelta': 0, 'baseContrast': 0.5}
7.0770 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
7.0770 	EXP 	fdbck: autoDraw = False
7.0770 	EXP 	fdbck: autoDraw = False
7.0770 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
7.0770 	EXP 	fixation_2: texRes = 128.0
7.0770 	EXP 	fixation_2: autoDraw = True
8.6904 	EXP 	fixation_2: autoDraw = False
8.6904 	EXP 	fixation_2: autoDraw = False
8.6904 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
8.6904 	EXP 	fixation: texRes = 128.0
8.6904 	EXP 	grating_l: phase = array([225.88468214, 225.88468214])
8.6904 	EXP 	grating_r: phase = array([153.83983592, 153.83983592])
8.6904 	EXP 	fixation: autoDraw = True
8.6904 	EXP 	grating_l: autoDraw = True
8.6904 	EXP 	grating_r: autoDraw = True
8.6904 	EXP 	dot: autoDraw = True
8.6904 	EXP 	grating_l: tex = 'sin'
8.6904 	EXP 	grating_r: tex = 'sin'
9.3211 	EXP 	fixation: autoDraw = False
9.3211 	EXP 	grating_l: autoDraw = False
9.3211 	EXP 	grating_r: autoDraw = False
9.3211 	EXP 	dot: autoDraw = False
9.3211 	EXP 	fdbck: text = 'Y'
9.3211 	EXP 	fdbck: autoDraw = True
9.8059 	EXP 	New trial (rep=0, index=3): {'contrastDelta': 0.02, 'baseContrast': 0.5}
9.8271 	EXP 	fdbck: autoDraw = False
9.8271 	EXP 	fdbck: autoDraw = False
9.8271 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
9.8271 	EXP 	fixation_2: texRes = 128.0
9.8271 	EXP 	fixation_2: autoDraw = True
11.2246 	EXP 	fixation_2: autoDraw = False
11.2246 	EXP 	fixation_2: autoDraw = False
11.2246 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
11.2246 	EXP 	fixation: texRes = 128.0
11.2246 	EXP 	grating_l: phase = array([186.55028064, 186.55028064])
11.2246 	EXP 	grating_r: phase = array([12.72742331, 12.72742331])
11.2246 	EXP 	fixation: autoDraw = True
11.2246 	EXP 	grating_l: autoDraw = True
11.2246 	EXP 	grating_r: autoDraw = True
11.2246 	EXP 	dot: autoDraw = True
11.2246 	EXP 	grating_l: tex = 'sin'
11.2246 	EXP 	grating_r: tex = 'sin'
11.6077 	EXP 	fixation: autoDraw = False
11.6077 	EXP 	grating_l: autoDraw = False
11.6077 	EXP 	grating_r: autoDraw = False
11.6077 	EXP 	dot: autoDraw = False
11.6077 	EXP 	fdbck: height = 0.05
11.6077 	EXP 	fdbck: height = 0.05
11.6077 	EXP 	fdbck: height = 0.05
11.6077 	EXP 	fdbck: text = 'N'
11.6077 	EXP 	fdbck: autoDraw = True
12.0955 	EXP 	New trial (rep=0, index=4): {'contrastDelta': 0.02, 'baseContrast': 0.5}
12.1163 	EXP 	fdbck: autoDraw = False
12.1163 	EXP 	fdbck: autoDraw = False
12.1163 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
12.1163 	EXP 	fixation_2: texRes = 128.0
12.1163 	EXP 	fixation_2: autoDraw = True
13.3193 	EXP 	fixation_2: autoDraw = False
13.3193 	EXP 	fixation_2: autoDraw = False
13.3193 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
13.3193 	EXP 	fixation: texRes = 128.0
13.3193 	EXP 	grating_l: phase = array([283.75232502, 283.75232502])
13.3193 	EXP 	grating_r: phase = array([14.34649635, 14.34649635])
13.3193 	EXP 	fixation: autoDraw = True
13.3193 	EXP 	grating_l: autoDraw = True
13.3193 	EXP 	grating_r: autoDraw = True
13.3193 	EXP 	dot: autoDraw = True
13.3193 	EXP 	grating_l: tex = 'sin'
13.3193 	EXP 	grating_r: tex = 'sin'
13.6376 	EXP 	fixation: autoDraw = False
13.6376 	EXP 	grating_l: autoDraw = False
13.6376 	EXP 	grating_r: autoDraw = False
13.6376 	EXP 	dot: autoDraw = False
13.6376 	EXP 	fdbck: text = 'N'
13.6376 	EXP 	fdbck: autoDraw = True
14.1227 	EXP 	New trial (rep=0, index=5): {'contrastDelta': 0.1, 'baseContrast': 0.5}
14.1433 	EXP 	fdbck: autoDraw = False
14.1433 	EXP 	fdbck: autoDraw = False
14.1433 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
14.1433 	EXP 	fixation_2: texRes = 128.0
14.1433 	EXP 	fixation_2: autoDraw = True
15.5878 	EXP 	fixation_2: autoDraw = False
15.5878 	EXP 	fixation_2: autoDraw = False
15.5878 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
15.5878 	EXP 	fixation: texRes = 128.0
15.5878 	EXP 	grating_l: phase = array([338.48711478, 338.48711478])
15.5878 	EXP 	grating_r: phase = array([22.71468552, 22.71468552])
15.5878 	EXP 	fixation: autoDraw = True
15.5878 	EXP 	grating_l: autoDraw = True
15.5878 	EXP 	grating_r: autoDraw = True
15.5878 	EXP 	dot: autoDraw = True
15.5878 	EXP 	grating_l: tex = 'sin'
15.5878 	EXP 	grating_r: tex = 'sin'
15.9974 	EXP 	fixation: autoDraw = False
15.9974 	EXP 	grating_l: autoDraw = False
15.9974 	EXP 	grating_r: autoDraw = False
15.9974 	EXP 	dot: autoDraw = False
15.9974 	EXP 	fdbck: text = 'N'
15.9974 	EXP 	fdbck: autoDraw = True
16.4896 	EXP 	New trial (rep=0, index=6): {'contrastDelta': 0, 'baseContrast': 0.5}
16.5094 	EXP 	fdbck: autoDraw = False
16.5094 	EXP 	fdbck: autoDraw = False
16.5094 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
16.5094 	EXP 	fixation_2: texRes = 128.0
16.5094 	EXP 	fixation_2: autoDraw = True
19.0709 	EXP 	fixation_2: autoDraw = False
19.0709 	EXP 	fixation_2: autoDraw = False
19.0709 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
19.0709 	EXP 	fixation: texRes = 128.0
19.0709 	EXP 	grating_l: phase = array([64.55912049, 64.55912049])
19.0709 	EXP 	grating_r: phase = array([298.40927251, 298.40927251])
19.0709 	EXP 	fixation: autoDraw = True
19.0709 	EXP 	grating_l: autoDraw = True
19.0709 	EXP 	grating_r: autoDraw = True
19.0709 	EXP 	dot: autoDraw = True
19.0709 	EXP 	grating_l: tex = 'sin'
19.0709 	EXP 	grating_r: tex = 'sin'
19.6233 	EXP 	fixation: autoDraw = False
19.6233 	EXP 	grating_l: autoDraw = False
19.6233 	EXP 	grating_r: autoDraw = False
19.6233 	EXP 	dot: autoDraw = False
19.6233 	EXP 	fdbck: height = 0.05
19.6233 	EXP 	fdbck: height = 0.05
19.6233 	EXP 	fdbck: height = 0.05
19.6233 	EXP 	fdbck: text = 'Y'
19.6233 	EXP 	fdbck: autoDraw = True
20.1124 	EXP 	New trial (rep=0, index=7): {'contrastDelta': 0.2, 'baseContrast': 0.5}
20.1321 	EXP 	fdbck: autoDraw = False
20.1321 	EXP 	fdbck: autoDraw = False
20.1321 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
20.1321 	EXP 	fixation_2: texRes = 128.0
20.1321 	EXP 	fixation_2: autoDraw = True
22.9868 	EXP 	fixation_2: autoDraw = False
22.9868 	EXP 	fixation_2: autoDraw = False
22.9868 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
22.9868 	EXP 	fixation: texRes = 128.0
22.9868 	EXP 	grating_l: phase = array([180.56026025, 180.56026025])
22.9868 	EXP 	grating_r: phase = array([137.79690626, 137.79690626])
22.9868 	EXP 	fixation: autoDraw = True
22.9868 	EXP 	grating_l: autoDraw = True
22.9868 	EXP 	grating_r: autoDraw = True
22.9868 	EXP 	dot: autoDraw = True
22.9868 	EXP 	grating_l: tex = 'sin'
22.9868 	EXP 	grating_r: tex = 'sin'
23.3129 	EXP 	fixation: autoDraw = False
23.3129 	EXP 	grating_l: autoDraw = False
23.3129 	EXP 	grating_r: autoDraw = False
23.3129 	EXP 	dot: autoDraw = False
23.3129 	EXP 	fdbck: text = 'Y'
23.3129 	EXP 	fdbck: autoDraw = True
23.8061 	EXP 	New trial (rep=0, index=8): {'contrastDelta': 0.2, 'baseContrast': 0.5}
23.8273 	EXP 	fdbck: autoDraw = False
23.8273 	EXP 	fdbck: autoDraw = False
23.8273 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
23.8273 	EXP 	fixation_2: texRes = 128.0
23.8273 	EXP 	fixation_2: autoDraw = True
24.9584 	EXP 	fixation_2: autoDraw = False
24.9584 	EXP 	fixation_2: autoDraw = False
24.9584 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
24.9584 	EXP 	fixation: texRes = 128.0
24.9584 	EXP 	grating_l: phase = array([350.32593878, 350.32593878])
24.9584 	EXP 	grating_r: phase = array([46.03156722, 46.03156722])
24.9584 	EXP 	fixation: autoDraw = True
24.9584 	EXP 	grating_l: autoDraw = True
24.9584 	EXP 	grating_r: autoDraw = True
24.9584 	EXP 	dot: autoDraw = True
24.9584 	EXP 	grating_l: tex = 'sin'
24.9584 	EXP 	grating_r: tex = 'sin'
25.6803 	EXP 	fixation: autoDraw = False
25.6803 	EXP 	grating_l: autoDraw = False
25.6803 	EXP 	grating_r: autoDraw = False
25.6803 	EXP 	dot: autoDraw = False
25.6803 	EXP 	fdbck: text = 'Y'
25.6803 	EXP 	fdbck: autoDraw = True
26.1726 	EXP 	New trial (rep=0, index=9): {'contrastDelta': 0.2, 'baseContrast': 0.5}
26.1927 	EXP 	fdbck: autoDraw = False
26.1927 	EXP 	fdbck: autoDraw = False
26.1927 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
26.1927 	EXP 	fixation_2: texRes = 128.0
26.1927 	EXP 	fixation_2: autoDraw = True
28.0436 	EXP 	fixation_2: autoDraw = False
28.0436 	EXP 	fixation_2: autoDraw = False
28.0436 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
28.0436 	EXP 	fixation: texRes = 128.0
28.0436 	EXP 	grating_l: phase = array([60.86965043, 60.86965043])
28.0436 	EXP 	grating_r: phase = array([45.61827041, 45.61827041])
28.0436 	EXP 	fixation: autoDraw = True
28.0436 	EXP 	grating_l: autoDraw = True
28.0436 	EXP 	grating_r: autoDraw = True
28.0436 	EXP 	dot: autoDraw = True
28.0436 	EXP 	grating_l: tex = 'sin'
28.0436 	EXP 	grating_r: tex = 'sin'
30.8674 	EXP 	fixation: autoDraw = False
30.8674 	EXP 	grating_l: autoDraw = False
30.8674 	EXP 	grating_r: autoDraw = False
30.8674 	EXP 	dot: autoDraw = False
30.8674 	EXP 	fdbck: text = 'Y'
30.8674 	EXP 	fdbck: autoDraw = True
31.3561 	EXP 	New trial (rep=0, index=10): {'contrastDelta': 0, 'baseContrast': 0.5}
31.3766 	EXP 	fdbck: autoDraw = False
31.3766 	EXP 	fdbck: autoDraw = False
31.3766 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
31.3766 	EXP 	fixation_2: texRes = 128.0
31.3766 	EXP 	fixation_2: autoDraw = True
33.0537 	EXP 	fixation_2: autoDraw = False
33.0537 	EXP 	fixation_2: autoDraw = False
33.0537 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
33.0537 	EXP 	fixation: texRes = 128.0
33.0537 	EXP 	grating_l: phase = array([279.70675448, 279.70675448])
33.0537 	EXP 	grating_r: phase = array([123.17389283, 123.17389283])
33.0537 	EXP 	fixation: autoDraw = True
33.0537 	EXP 	grating_l: autoDraw = True
33.0537 	EXP 	grating_r: autoDraw = True
33.0537 	EXP 	dot: autoDraw = True
33.0537 	EXP 	grating_l: tex = 'sin'
33.0537 	EXP 	grating_r: tex = 'sin'
34.8820 	EXP 	fixation: autoDraw = False
34.8820 	EXP 	grating_l: autoDraw = False
34.8820 	EXP 	grating_r: autoDraw = False
34.8820 	EXP 	dot: autoDraw = False
34.8820 	EXP 	fdbck: text = 'Y'
34.8820 	EXP 	fdbck: autoDraw = True
35.3730 	EXP 	New trial (rep=0, index=11): {'contrastDelta': 0, 'baseContrast': 0.5}
35.3933 	EXP 	fdbck: autoDraw = False
35.3933 	EXP 	fdbck: autoDraw = False
35.3933 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
35.3933 	EXP 	fixation_2: texRes = 128.0
35.3933 	EXP 	fixation_2: autoDraw = True
37.3696 	EXP 	fixation_2: autoDraw = False
37.3696 	EXP 	fixation_2: autoDraw = False
37.3696 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
37.3696 	EXP 	fixation: texRes = 128.0
37.3696 	EXP 	grating_l: phase = array([261.93850691, 261.93850691])
37.3696 	EXP 	grating_r: phase = array([139.23815043, 139.23815043])
37.3696 	EXP 	fixation: autoDraw = True
37.3696 	EXP 	grating_l: autoDraw = True
37.3696 	EXP 	grating_r: autoDraw = True
37.3696 	EXP 	dot: autoDraw = True
37.3696 	EXP 	grating_l: tex = 'sin'
37.3696 	EXP 	grating_r: tex = 'sin'
47.3702 	EXP 	fixation: autoDraw = False
47.3702 	EXP 	grating_l: autoDraw = False
47.3702 	EXP 	grating_r: autoDraw = False
47.3702 	EXP 	dot: autoDraw = False
47.3702 	EXP 	fdbck: text = 'Y'
47.3702 	EXP 	fdbck: autoDraw = True
47.8455 	EXP 	New trial (rep=0, index=12): {'contrastDelta': 0.2, 'baseContrast': 0.5}
47.8665 	EXP 	fdbck: autoDraw = False
47.8665 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
47.8665 	EXP 	fixation_2: texRes = 128.0
47.8665 	EXP 	fixation_2: autoDraw = True
48.9592 	EXP 	fixation_2: autoDraw = False
48.9592 	EXP 	fixation_2: autoDraw = False
48.9592 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
48.9592 	EXP 	fixation: texRes = 128.0
48.9592 	EXP 	grating_l: phase = array([171.791342, 171.791342])
48.9592 	EXP 	grating_r: phase = array([286.41370725, 286.41370725])
48.9592 	EXP 	fixation: autoDraw = True
48.9592 	EXP 	grating_l: autoDraw = True
48.9592 	EXP 	grating_r: autoDraw = True
48.9592 	EXP 	dot: autoDraw = True
48.9592 	EXP 	grating_l: tex = 'sin'
48.9592 	EXP 	grating_r: tex = 'sin'
58.9651 	EXP 	fixation: autoDraw = False
58.9651 	EXP 	grating_l: autoDraw = False
58.9651 	EXP 	grating_r: autoDraw = False
58.9651 	EXP 	dot: autoDraw = False
58.9651 	EXP 	fdbck: text = 'Y'
58.9651 	EXP 	fdbck: autoDraw = True
59.4391 	EXP 	New trial (rep=0, index=13): {'contrastDelta': 0.1, 'baseContrast': 0.5}
59.4611 	EXP 	fdbck: autoDraw = False
59.4611 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
59.4611 	EXP 	fixation_2: texRes = 128.0
59.4611 	EXP 	fixation_2: autoDraw = True
60.7206 	EXP 	fixation_2: autoDraw = False
60.7206 	EXP 	fixation_2: autoDraw = False
60.7206 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
60.7206 	EXP 	fixation: texRes = 128.0
60.7206 	EXP 	grating_l: phase = array([274.95414049, 274.95414049])
60.7206 	EXP 	grating_r: phase = array([114.54138919, 114.54138919])
60.7206 	EXP 	fixation: autoDraw = True
60.7206 	EXP 	grating_l: autoDraw = True
60.7206 	EXP 	grating_r: autoDraw = True
60.7206 	EXP 	dot: autoDraw = True
60.7206 	EXP 	grating_l: tex = 'sin'
60.7206 	EXP 	grating_r: tex = 'sin'
65.7451 	EXP 	fixation: autoDraw = False
65.7451 	EXP 	grating_l: autoDraw = False
65.7451 	EXP 	grating_r: autoDraw = False
65.7451 	EXP 	dot: autoDraw = False
65.7451 	EXP 	fdbck: text = 'Y'
65.7451 	EXP 	fdbck: autoDraw = True
66.2286 	EXP 	New trial (rep=0, index=14): {'contrastDelta': 0.05, 'baseContrast': 0.5}
66.2489 	EXP 	fdbck: autoDraw = False
66.2489 	EXP 	fdbck: autoDraw = False
66.2489 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
66.2489 	EXP 	fixation_2: texRes = 128.0
66.2489 	EXP 	fixation_2: autoDraw = True
68.5026 	EXP 	fixation_2: autoDraw = False
68.5026 	EXP 	fixation_2: autoDraw = False
68.5026 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
68.5026 	EXP 	fixation: texRes = 128.0
68.5026 	EXP 	grating_l: phase = array([236.83091733, 236.83091733])
68.5026 	EXP 	grating_r: phase = array([122.05715986, 122.05715986])
68.5026 	EXP 	fixation: autoDraw = True
68.5026 	EXP 	grating_l: autoDraw = True
68.5026 	EXP 	grating_r: autoDraw = True
68.5026 	EXP 	dot: autoDraw = True
68.5026 	EXP 	grating_l: tex = 'sin'
68.5026 	EXP 	grating_r: tex = 'sin'
68.8149 	EXP 	fixation: autoDraw = False
