7.3135 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
4.9122 	EXP 	fixation: autoDraw = False
4.9122 	EXP 	grating_l: autoDraw = False
4.9122 	EXP 	grating_r: autoDraw = False
4.9122 	EXP 	dot: autoDraw = False
4.9122 	EXP 	fdbck: height = 0.05
4.9122 	EXP 	fdbck: height = 0.05
4.9122 	EXP 	fdbck: height = 0.05
4.9122 	EXP 	fdbck: text = 'N'
4.9122 	EXP 	fdbck: autoDraw = True
5.4031 	EXP 	New trial (rep=0, index=1): {'contrastDelta': 0.2, 'baseContrast': 0.5}
5.4242 	WARNING 	t of last frame was 21.48ms (=1/46)
5.4242 	EXP 	fdbck: autoDraw = False
5.4242 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
5.4242 	EXP 	fixation_2: texRes = 128.0
5.4242 	EXP 	fixation_2: autoDraw = True
7.1851 	WARNING 	t of last frame was 31.98ms (=1/31)
7.1851 	EXP 	fixation_2: autoDraw = False
7.1851 	EXP 	fixation_2: autoDraw = False
7.1851 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
7.1851 	EXP 	fixation: texRes = 128.0
7.1851 	EXP 	grating_l: phase = array([227.929628, 227.929628])
7.1851 	EXP 	grating_r: phase = array([302.25699929, 302.25699929])
7.1851 	EXP 	fixation: autoDraw = True
7.1851 	EXP 	grating_l: autoDraw = True
7.1851 	EXP 	grating_r: autoDraw = True
7.1851 	EXP 	dot: autoDraw = True
7.1851 	EXP 	grating_l: tex = 'sin'
7.1851 	EXP 	grating_r: tex = 'sin'
8.7332 	EXP 	fixation: autoDraw = False
8.7332 	EXP 	grating_l: autoDraw = False
8.7332 	EXP 	grating_r: autoDraw = False
8.7332 	EXP 	dot: autoDraw = False
8.7332 	EXP 	fdbck: height = 0.05
8.7332 	EXP 	fdbck: height = 0.05
8.7332 	EXP 	fdbck: height = 0.05
8.7332 	EXP 	fdbck: text = 'Y'
8.7332 	EXP 	fdbck: autoDraw = True
9.2201 	EXP 	New trial (rep=0, index=2): {'contrastDelta': 0.2, 'baseContrast': 0.5}
9.2395 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
9.2394 	EXP 	fdbck: autoDraw = False
9.2394 	EXP 	fdbck: autoDraw = False
9.2394 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
9.2394 	EXP 	fixation_2: texRes = 128.0
9.2394 	EXP 	fixation_2: autoDraw = True
10.5854 	EXP 	fixation_2: autoDraw = False
10.5854 	EXP 	fixation_2: autoDraw = False
10.5854 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
10.5854 	EXP 	fixation: texRes = 128.0
10.5854 	EXP 	grating_l: phase = array([193.09792785, 193.09792785])
10.5854 	EXP 	grating_r: phase = array([196.90229813, 196.90229813])
10.5854 	EXP 	fixation: autoDraw = True
10.5854 	EXP 	grating_l: autoDraw = True
10.5854 	EXP 	grating_r: autoDraw = True
10.5854 	EXP 	dot: autoDraw = True
10.5854 	EXP 	grating_l: tex = 'sin'
10.5854 	EXP 	grating_r: tex = 'sin'
11.8215 	EXP 	fixation: autoDraw = False
11.8215 	EXP 	grating_l: autoDraw = False
11.8215 	EXP 	grating_r: autoDraw = False
11.8215 	EXP 	dot: autoDraw = False
11.8215 	EXP 	fdbck: height = 0.05
11.8215 	EXP 	fdbck: height = 0.05
11.8215 	EXP 	fdbck: height = 0.05
11.8215 	EXP 	fdbck: text = 'N'
11.8215 	EXP 	fdbck: autoDraw = True
12.3101 	EXP 	New trial (rep=0, index=3): {'contrastDelta': 0.1, 'baseContrast': 0.5}
12.3299 	EXP 	fdbck: autoDraw = False
12.3299 	EXP 	fdbck: autoDraw = False
12.3299 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
12.3299 	EXP 	fixation_2: texRes = 128.0
12.3299 	EXP 	fixation_2: autoDraw = True
15.2167 	EXP 	fixation_2: autoDraw = False
15.2167 	EXP 	fixation_2: autoDraw = False
15.2167 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
15.2167 	EXP 	fixation: texRes = 128.0
15.2167 	EXP 	grating_l: phase = array([194.92707649, 194.92707649])
15.2167 	EXP 	grating_r: phase = array([212.95757517, 212.95757517])
15.2167 	EXP 	fixation: autoDraw = True
15.2167 	EXP 	grating_l: autoDraw = True
15.2167 	EXP 	grating_r: autoDraw = True
15.2167 	EXP 	dot: autoDraw = True
15.2167 	EXP 	grating_l: tex = 'sin'
15.2167 	EXP 	grating_r: tex = 'sin'
16.4890 	EXP 	fixation: autoDraw = False
16.4890 	EXP 	grating_l: autoDraw = False
16.4890 	EXP 	grating_r: autoDraw = False
16.4890 	EXP 	dot: autoDraw = False
16.4890 	EXP 	fdbck: height = 0.05
16.4890 	EXP 	fdbck: height = 0.05
16.4890 	EXP 	fdbck: height = 0.05
16.4890 	EXP 	fdbck: text = 'Y'
16.4890 	EXP 	fdbck: autoDraw = True
16.9767 	EXP 	New trial (rep=0, index=4): {'contrastDelta': 0.05, 'baseContrast': 0.5}
16.9979 	EXP 	fdbck: autoDraw = False
16.9979 	EXP 	fdbck: autoDraw = False
16.9979 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
16.9979 	EXP 	fixation_2: texRes = 128.0
16.9979 	EXP 	fixation_2: autoDraw = True
19.4178 	EXP 	fixation_2: autoDraw = False
19.4178 	EXP 	fixation_2: autoDraw = False
19.4178 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
19.4178 	EXP 	fixation: texRes = 128.0
19.4178 	EXP 	grating_l: phase = array([203.90315287, 203.90315287])
19.4178 	EXP 	grating_r: phase = array([288.13130297, 288.13130297])
19.4178 	EXP 	fixation: autoDraw = True
19.4178 	EXP 	grating_l: autoDraw = True
19.4178 	EXP 	grating_r: autoDraw = True
19.4178 	EXP 	dot: autoDraw = True
19.4178 	EXP 	grating_l: tex = 'sin'
19.4178 	EXP 	grating_r: tex = 'sin'
20.6200 	EXP 	fixation: autoDraw = False
20.6200 	EXP 	grating_l: autoDraw = False
20.6200 	EXP 	grating_r: autoDraw = False
20.6200 	EXP 	dot: autoDraw = False
20.6200 	EXP 	fdbck: text = 'Y'
20.6200 	EXP 	fdbck: autoDraw = True
21.1037 	EXP 	New trial (rep=0, index=5): {'contrastDelta': 0, 'baseContrast': 0.5}
21.1254 	EXP 	fdbck: autoDraw = False
21.1254 	EXP 	fdbck: autoDraw = False
21.1254 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
21.1254 	EXP 	fixation_2: texRes = 128.0
21.1254 	EXP 	fixation_2: autoDraw = True
22.7226 	EXP 	fixation_2: autoDraw = False
22.7226 	EXP 	fixation_2: autoDraw = False
22.7226 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
22.7226 	EXP 	fixation: texRes = 128.0
22.7226 	EXP 	grating_l: phase = array([280.70409417, 280.70409417])
22.7226 	EXP 	grating_r: phase = array([30.92123399, 30.92123399])
22.7226 	EXP 	fixation: autoDraw = True
22.7226 	EXP 	grating_l: autoDraw = True
22.7226 	EXP 	grating_r: autoDraw = True
22.7226 	EXP 	dot: autoDraw = True
22.7226 	EXP 	grating_l: tex = 'sin'
22.7226 	EXP 	grating_r: tex = 'sin'
23.8786 	EXP 	fixation: autoDraw = False
23.8786 	EXP 	grating_l: autoDraw = False
23.8786 	EXP 	grating_r: autoDraw = False
23.8786 	EXP 	dot: autoDraw = False
23.8786 	EXP 	fdbck: text = 'Y'
23.8786 	EXP 	fdbck: autoDraw = True
24.3703 	EXP 	New trial (rep=0, index=6): {'contrastDelta': 0.02, 'baseContrast': 0.5}
24.3926 	EXP 	fdbck: autoDraw = False
24.3926 	EXP 	fdbck: autoDraw = False
24.3926 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
24.3926 	EXP 	fixation_2: texRes = 128.0
24.3926 	EXP 	fixation_2: autoDraw = True
27.1404 	EXP 	fixation_2: autoDraw = False
27.1404 	EXP 	fixation_2: autoDraw = False
27.1404 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
27.1404 	EXP 	fixation: texRes = 128.0
27.1404 	EXP 	grating_l: phase = array([207.03720356, 207.03720356])
27.1404 	EXP 	grating_r: phase = array([235.47438195, 235.47438195])
27.1404 	EXP 	fixation: autoDraw = True
27.1404 	EXP 	grating_l: autoDraw = True
27.1404 	EXP 	grating_r: autoDraw = True
27.1404 	EXP 	dot: autoDraw = True
27.1404 	EXP 	grating_l: tex = 'sin'
27.1404 	EXP 	grating_r: tex = 'sin'
27.9619 	EXP 	fixation: autoDraw = False
27.9619 	EXP 	grating_l: autoDraw = False
27.9619 	EXP 	grating_r: autoDraw = False
27.9619 	EXP 	dot: autoDraw = False
27.9619 	EXP 	fdbck: text = 'Y'
27.9619 	EXP 	fdbck: autoDraw = True
28.4536 	EXP 	New trial (rep=0, index=7): {'contrastDelta': 0, 'baseContrast': 0.5}
28.4751 	EXP 	fdbck: autoDraw = False
28.4751 	EXP 	fdbck: autoDraw = False
28.4751 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
28.4751 	EXP 	fixation_2: texRes = 128.0
28.4751 	EXP 	fixation_2: autoDraw = True
30.3056 	EXP 	fixation_2: autoDraw = False
30.3056 	EXP 	fixation_2: autoDraw = False
30.3056 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
30.3056 	EXP 	fixation: texRes = 128.0
30.3056 	EXP 	grating_l: phase = array([95.39080587, 95.39080587])
30.3056 	EXP 	grating_r: phase = array([316.20582012, 316.20582012])
30.3056 	EXP 	fixation: autoDraw = True
30.3056 	EXP 	grating_l: autoDraw = True
30.3056 	EXP 	grating_r: autoDraw = True
30.3056 	EXP 	dot: autoDraw = True
30.3056 	EXP 	grating_l: tex = 'sin'
30.3056 	EXP 	grating_r: tex = 'sin'
31.0190 	EXP 	fixation: autoDraw = False
31.0190 	EXP 	grating_l: autoDraw = False
31.0190 	EXP 	grating_r: autoDraw = False
31.0190 	EXP 	dot: autoDraw = False
31.0190 	EXP 	fdbck: text = 'Y'
31.0190 	EXP 	fdbck: autoDraw = True
31.5037 	EXP 	New trial (rep=0, index=8): {'contrastDelta': 0, 'baseContrast': 0.5}
31.5246 	EXP 	fdbck: autoDraw = False
31.5246 	EXP 	fdbck: autoDraw = False
31.5246 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
31.5246 	EXP 	fixation_2: texRes = 128.0
31.5246 	EXP 	fixation_2: autoDraw = True
33.7408 	EXP 	fixation_2: autoDraw = False
33.7408 	EXP 	fixation_2: autoDraw = False
33.7408 	EXP 	fixation: foreColor = <psychopy.colors.Color: transparent, alpha=1.0>
33.7408 	EXP 	fixation: texRes = 128.0
33.7408 	EXP 	grating_l: phase = array([211.59896579, 211.59896579])
33.7408 	EXP 	grating_r: phase = array([339.77491346, 339.77491346])
33.7408 	EXP 	fixation: autoDraw = True
33.7408 	EXP 	grating_l: autoDraw = True
33.7408 	EXP 	grating_r: autoDraw = True
33.7408 	EXP 	dot: autoDraw = True
33.7408 	EXP 	grating_l: tex = 'sin'
33.7408 	EXP 	grating_r: tex = 'sin'
35.5191 	EXP 	fixation: autoDraw = False
35.5191 	EXP 	grating_l: autoDraw = False
35.5191 	EXP 	grating_r: autoDraw = False
35.5191 	EXP 	dot: autoDraw = False
35.5191 	EXP 	fdbck: text = 'Y'
35.5191 	EXP 	fdbck: autoDraw = True
36.0032 	EXP 	New trial (rep=0, index=9): {'contrastDelta': 0.1, 'baseContrast': 0.5}
36.0244 	EXP 	fdbck: autoDraw = False
36.0244 	EXP 	fixation_2: foreColor = <psychopy.colors.Color: white, alpha=1.0>
36.0244 	EXP 	fixation_2: texRes = 128.0
36.0244 	EXP 	fixation_2: autoDraw = True
36.5698 	DATA 	Keypress: escape
36.5771 	EXP 	pedestal_cursor_ibl: status = STOPPED
36.5809 	EXP 	fixation_2: autoDraw = False
36.5809 	EXP 	pedestal_cursor_ibl: status = STOPPED
36.6481 	EXP 	window1: mouseVisible = True
